date,guessed_miner,blocks,percent
2020-01-01,*Desconhecido,88,0.5714285714285714
2020-01-01,AntPool,17,0.11038961038961038
2020-01-01,BTC.TOP,20,0.12987012987012986
2020-01-01,BTC.com,9,0.05844155844155844
2020-01-01,Bitcoin.com,5,0.032467532467532464
2020-01-01,OKEX,4,0.025974025974025976
2020-01-01,Poolin,2,0.012987012987012988
2020-01-01,ProHashing,1,0.006493506493506494
2020-01-01,ViaBTC,8,0.05194805194805195
2020-01-02,*Desconhecido,79,0.5895522388059702
2020-01-02,AntPool,10,0.07462686567164178
2020-01-02,BTC.TOP,9,0.06716417910447761
2020-01-02,BTC.com,10,0.07462686567164178
2020-01-02,Bitcoin.com,7,0.05223880597014925
2020-01-02,OKEX,3,0.022388059701492536
2020-01-02,Poolin,7,0.05223880597014925
2020-01-02,ViaBTC,9,0.06716417910447761
2020-01-03,*Desconhecido,79,0.5302013422818792
2020-01-03,AntPool,13,0.087248322147651
2020-01-03,BTC.TOP,15,0.10067114093959731
2020-01-03,BTC.com,9,0.06040268456375839
2020-01-03,Bitcoin.com,9,0.06040268456375839
2020-01-03,OKEX,6,0.040268456375838924
2020-01-03,Poolin,2,0.013422818791946308
2020-01-03,ProHashing,1,0.006711409395973154
2020-01-03,ViaBTC,15,0.10067114093959731
2020-01-04,*Desconhecido,93,0.636986301369863
2020-01-04,AntPool,15,0.10273972602739725
2020-01-04,BTC.TOP,3,0.02054794520547945
2020-01-04,BTC.com,8,0.0547945205479452
2020-01-04,Bitcoin.com,8,0.0547945205479452
2020-01-04,Huobi,1,0.00684931506849315
2020-01-04,OKEX,1,0.00684931506849315
2020-01-04,Poolin,2,0.0136986301369863
2020-01-04,ViaBTC,15,0.10273972602739725
2020-01-05,*Desconhecido,81,0.5704225352112676
2020-01-05,AntPool,8,0.056338028169014086
2020-01-05,BTC.TOP,13,0.09154929577464789
2020-01-05,BTC.com,10,0.07042253521126761
2020-01-05,Bitcoin.com,4,0.028169014084507043
2020-01-05,Huobi,1,0.007042253521126761
2020-01-05,OKEX,5,0.035211267605633804
2020-01-05,Poolin,6,0.04225352112676056
2020-01-05,ProHashing,1,0.007042253521126761
2020-01-05,ViaBTC,13,0.09154929577464789
2020-01-06,*Desconhecido,77,0.5202702702702703
2020-01-06,AntPool,14,0.0945945945945946
2020-01-06,BTC.TOP,14,0.0945945945945946
2020-01-06,BTC.com,12,0.08108108108108109
2020-01-06,Bitcoin.com,6,0.04054054054054054
2020-01-06,Huobi,8,0.05405405405405406
2020-01-06,OKEX,3,0.02027027027027027
2020-01-06,Poolin,6,0.04054054054054054
2020-01-06,ViaBTC,8,0.05405405405405406
2020-01-07,*Desconhecido,83,0.5684931506849316
2020-01-07,AntPool,15,0.10273972602739725
2020-01-07,BTC.TOP,12,0.0821917808219178
2020-01-07,BTC.com,14,0.0958904109589041
2020-01-07,Bitcoin.com,4,0.0273972602739726
2020-01-07,Huobi,1,0.00684931506849315
2020-01-07,OKEX,3,0.02054794520547945
2020-01-07,Poolin,4,0.0273972602739726
2020-01-07,ProHashing,1,0.00684931506849315
2020-01-07,ViaBTC,9,0.06164383561643835
2020-01-08,*Desconhecido,81,0.5510204081632653
2020-01-08,AntPool,13,0.08843537414965986
2020-01-08,BTC.TOP,9,0.061224489795918366
2020-01-08,BTC.com,16,0.10884353741496598
2020-01-08,Bitcoin.com,7,0.047619047619047616
2020-01-08,OKEX,3,0.02040816326530612
2020-01-08,Poolin,8,0.05442176870748299
2020-01-08,ProHashing,1,0.006802721088435374
2020-01-08,ViaBTC,9,0.061224489795918366
2020-01-09,*Desconhecido,88,0.5906040268456376
2020-01-09,AntPool,14,0.09395973154362416
2020-01-09,BTC.TOP,9,0.06040268456375839
2020-01-09,BTC.com,12,0.08053691275167785
2020-01-09,Bitcoin.com,5,0.03355704697986577
2020-01-09,OKEX,3,0.020134228187919462
2020-01-09,Poolin,4,0.026845637583892617
2020-01-09,ProHashing,1,0.006711409395973154
2020-01-09,ViaBTC,13,0.087248322147651
2020-01-10,*Desconhecido,82,0.543046357615894
2020-01-10,AntPool,14,0.09271523178807947
2020-01-10,BTC.TOP,13,0.08609271523178808
2020-01-10,BTC.com,17,0.11258278145695365
